tipo,precio,habitacione,bano,estaciona,lote
h,1048700,3,2,2,452
t,400000,2,1,2,54
h,1215000,4,3,4,613
h,1180000,4,3,2,688
h,1117000,4,3,2,325
u,420000,2,1,1,0
t,1000000,5,3,2,98
h,770000,4,2,2,215
h,905000,3,1,2,696
h,1151000,5,2,5,694
h,907000,3,1,2,678
u,570000,2,2,1,3014
h,820000,3,2,2,203
h,940000,3,1,1,695
h,1030000,4,2,1,573
h,1350000,5,3,5,670
h,1230000,3,3,2,270
h,460000,3,2,1,95
h,884500,3,2,2,211
h,1010000,3,1,1,594
h,820000,3,1,4,539
h,820000,3,1,4,578
u,330000,2,1,1,0
u,427000,1,1,0,0
u,1160500,2,2,1,4230
u,780000,2,2,1,0
u,535000,2,1,1,0
u,450000,2,1,1,0
u,360000,2,1,0,0
u,665000,2,1,1,0
u,386000,1,1,0,0
u,659000,1,1,1,0
u,671000,2,1,1,0
u,545000,2,1,1,0
u,450000,1,1,0,0
u,432000,1,1,1,0
u,400000,1,1,1,0
u,210000,1,1,0,0
u,750000,3,2,1,0
u,375000,1,1,0,1414
u,680000,1,1,2,0
u,470000,2,1,2,0
u,650000,2,1,1,0
u,483000,1,1,1,0
u,610000,3,2,0,0
u,700000,1,1,1,0
u,520000,1,1,1,4051
u,440000,1,1,1,0
u,436000,1,1,0,0
u,733000,2,2,1,0
u,675000,2,2,1,0
h,1630000,3,2,0,95
u,760000,2,2,1,0
u,360000,1,1,1,1136
u,390000,2,1,1,1751
h,2600000,3,1,1,279
h,2350000,3,1,2,277
h,2956000,3,2,0,300
u,535000,2,1,1,760
u,400000,1,1,1,0
h,1690000,2,1,1,145
h,1020000,2,1,1,107
h,1515000,3,1,0,98
u,700000,2,1,1,0
h,2360000,3,1,1,288
h,2005000,3,1,0,220
u,702000,2,1,1,0
h,3120000,4,2,1,182
h,1025000,2,1,0,123
h,1920000,2,1,0,152
h,2623000,3,2,2,181
h,1500000,3,2,1,151
h,1630000,2,1,0,152
h,1910000,3,1,3,217
h,1320000,2,1,1,613
h,2850000,4,2,2,1388
u,750000,2,2,2,0
h,2588000,3,3,2,1149
h,1955000,5,3,2,424
h,1400000,5,4,2,355
u,665000,2,2,2,1291
h,2714000,5,2,2,1053
h,2350000,6,3,3,2026
h,2200000,4,2,2,931
t,660000,2,2,1,146
t,1310000,3,2,2,330
u,540000,2,1,1,0
h,2335000,4,2,2,813
h,2000000,3,2,1,626
h,1815000,5,1,0,711
u,725000,2,2,2,0
h,3900000,4,2,6,2187
h,666000,2,1,1,0
t,1200000,3,2,2,255
h,1564000,3,2,2,640
u,520000,2,1,1,0
u,670000,3,2,2,0
h,1715000,4,2,3,668
h,1055000,3,2,2,0
u,348000,2,1,1,0
h,1780000,4,3,2,615
h,2150000,6,3,2,912
h,1730000,5,1,1,584
h,1440000,3,2,1,287
h,1225000,4,1,1,388
h,1445000,3,3,2,384
h,990000,3,1,2,328
h,1400000,3,2,2,597
h,1550000,3,2,3,477
h,1170000,3,1,1,443
h,1120000,4,1,1,571
u,675000,2,1,1,206
h,880000,3,2,2,315
h,1530000,3,2,1,431
h,1350000,4,2,2,447
h,832000,3,2,2,214
u,420000,2,1,1,0
h,2400000,4,4,2,636
u,565000,2,2,1,0
u,550000,2,1,1,0
h,1211000,3,1,3,477
h,2405000,5,2,1,0
h,1395000,4,1,2,603
h,1630000,3,2,0,408
h,1160000,3,1,1,449
h,1065000,3,1,1,395
h,1361500,4,1,2,453
h,945000,2,1,0,225
u,360000,1,1,1,0
h,860000,2,1,1,301
h,1260000,3,2,1,253
h,1637000,4,1,3,539
h,1505000,3,2,2,249
t,515000,2,1,1,1981
h,1100000,3,1,2,572
u,330000,2,1,1,0
h,1145000,3,2,2,478
h,1322000,3,1,1,549
h,1015000,2,1,1,228
h,750000,2,1,1,0
h,1013000,2,1,0,237
h,840000,3,1,0,307
h,1150000,4,2,1,481
h,1900000,5,3,2,646
t,890500,3,2,1,213
h,2340000,5,3,3,619
h,1370000,3,1,2,427
h,1400000,3,2,2,394
h,1310000,3,3,2,475
h,1833000,4,1,1,583
h,855000,3,1,1,274
h,930000,2,1,1,305
h,1640000,4,2,1,435
h,1480000,3,1,2,436
u,672000,2,1,2,230
u,410000,2,1,1,0
t,980000,5,2,2,207
h,1055000,2,1,1,292
u,440000,2,1,1,0
h,1435000,3,1,3,633
h,1275000,4,2,1,627
t,842500,3,2,1,216
h,1345000,4,2,2,313
u,265000,1,1,1,0
h,849000,2,1,1,345
h,1425000,3,1,1,526
t,1345000,3,2,1,310
u,330000,3,1,1,0
t,726000,4,2,1,67
h,1250000,3,2,1,283
t,870000,3,2,2,156
h,801000,2,1,0,133
h,1725000,3,2,3,596
u,415000,1,1,1,0
u,650000,3,1,1,0
u,600000,2,1,1,166
h,1505000,4,2,2,441
h,850000,3,2,1,271
u,292000,1,1,1,0
h,956000,2,1,2,435
h,1740000,4,1,2,739
h,1683000,3,2,2,222
u,574000,2,2,1,159
u,470000,2,1,1,0
t,1130000,3,2,2,217
u,730000,2,1,2,217
h,831000,2,1,1,0
h,930000,3,3,1,325
h,800000,2,1,1,207
h,1111000,3,1,2,502
h,900000,2,1,1,339
h,822500,3,1,1,219
h,1400000,3,2,2,595
u,336000,1,1,1,0
t,800000,2,2,2,239
h,1224000,3,1,3,834
h,1020000,3,1,3,771
h,1000000,3,2,2,573
u,380500,1,1,1,106
h,930000,4,3,2,443
h,1090000,3,2,2,784
h,947500,4,2,2,609
h,836000,3,1,4,695
h,1417250,3,2,2,653
h,980000,3,1,2,623
h,1110000,3,1,4,690
h,950000,2,1,3,649
h,1140000,4,2,1,318
t,750000,3,2,1,164
u,931000,3,1,2,313
h,1000000,4,3,4,581
u,655000,2,1,1,1202
h,1200000,4,2,1,696
h,987000,3,1,1,603
h,937000,3,2,1,534
h,1426000,4,2,1,720
h,1016000,4,3,2,272
t,910000,3,2,2,312
h,1385000,4,2,2,807
t,785000,3,2,2,169
h,901000,2,2,3,558
h,1300000,4,3,2,743
h,975000,2,1,2,576
h,1070000,4,2,1,603
u,639000,2,1,1,83
u,605000,2,1,2,180
h,960000,3,1,1,593
h,725000,3,2,1,374
h,981000,2,1,2,601
h,975000,3,1,2,650
h,800000,3,2,2,261
h,921000,4,1,2,592
t,917000,3,2,2,472
h,890000,3,1,1,698
h,1008000,3,2,1,1660
h,1191000,2,1,2,756
h,1130000,4,1,2,638
h,776000,2,1,1,209
h,1035000,3,1,2,688
h,920000,3,1,1,653
h,1160000,4,2,2,588
h,825000,3,1,2,538
t,800000,3,2,1,0
u,240000,1,1,1,0
t,1105000,3,2,2,220
h,1025000,3,2,2,301
h,826000,2,1,2,281
h,900000,3,2,2,194
t,962000,3,2,2,283
h,800000,2,1,1,244
h,785000,3,2,2,0
h,710000,4,1,2,329
h,920000,3,2,2,296
h,940000,3,2,1,379
h,655800,2,2,1,178
h,1082000,4,3,2,233
h,1210000,3,1,1,546
h,880000,3,1,1,557
u,335000,1,1,1,0
h,1260000,4,1,3,757
h,1400000,3,2,3,2522
h,995000,3,1,2,316
h,1380000,4,1,4,766
h,1220000,3,2,0,311
h,785000,3,1,1,185
h,962000,2,1,1,402
h,860000,3,3,2,217
h,1220000,5,3,2,681
h,930000,3,1,1,307
h,930000,3,2,1,343
h,800000,3,2,1,0
h,1305000,3,1,0,357
h,1060000,3,1,4,600
u,485000,2,1,1,0
h,950000,3,2,1,224
h,910000,2,1,1,264
h,810000,3,1,1,390
h,776000,3,1,3,363
h,1002500,3,1,2,501
h,807500,3,1,3,647
h,1120000,1,1,3,574
h,950000,2,2,2,281
h,1620000,4,3,1,425
h,923000,3,1,0,221
h,1030000,2,1,2,470
h,1046000,3,2,2,284
h,716000,3,1,2,268
h,740000,2,2,1,213
h,970000,3,1,1,619
t,735000,3,2,2,0
h,762000,2,1,2,451
u,485000,2,1,1,0
h,950000,3,1,2,453
h,1280000,4,2,1,458
h,1040000,3,2,2,299
h,922000,2,1,0,301
h,2415000,3,3,2,803
h,1115000,4,1,1,0
h,1675000,3,2,2,575
h,1176000,3,1,2,767
h,1265000,5,2,2,774
h,801000,1,1,1,343
h,1185000,3,1,2,771
t,770000,3,2,2,224
h,1200000,3,2,0,288
h,993000,3,2,2,348
h,901000,3,1,1,557
h,650000,2,1,1,149
h,891500,3,1,0,344
h,3420000,4,2,2,757
h,805000,3,1,2,322
h,680000,2,1,1,229
t,827500,4,3,2,221
h,793000,2,1,1,144
h,988000,3,1,1,450
t,747000,3,2,2,753
h,910000,3,1,2,531
h,896000,2,1,0,297
h,890000,2,1,0,168
h,1199000,3,1,3,506
h,1100000,3,2,1,293
h,2015000,5,2,4,1017
t,930000,4,3,3,278
h,1151000,2,1,5,571
t,820000,4,2,2,753
u,670000,2,1,1,190
h,1040000,3,1,2,595
h,1316000,4,2,3,539
h,816000,2,1,1,315
h,945000,4,2,1,487
h,643700,1,1,0,129
h,760000,2,1,2,255
h,881000,6,2,4,663
h,900000,3,2,2,360
t,830000,3,3,2,303
h,780000,3,2,2,274
h,1020000,3,1,2,650
h,1330000,1,1,1,846
h,1126000,4,2,2,650
h,1235000,3,2,1,0
u,457000,2,1,1,0
u,660000,2,2,1,217
t,770000,3,2,1,313
h,895500,3,2,2,347
h,1350000,4,3,2,747
t,820000,3,2,1,229
t,617500,2,1,1,237
u,490000,2,1,1,142
u,800000,3,2,1,0
h,991000,3,1,1,716
u,970000,3,2,1,320
h,657000,2,2,1,268
h,710000,3,2,1,317
h,840000,3,1,2,603
h,975000,3,1,1,822
u,600000,3,2,1,164
h,875000,4,3,1,321
h,785000,3,1,2,620
t,840000,3,2,2,374
h,1076000,3,1,1,654
h,850000,4,3,2,641
h,1400000,4,2,2,650
h,1080000,3,3,2,539
h,1065000,3,1,2,653
h,773000,3,2,2,403
u,700000,3,1,1,202
u,760000,3,2,1,198
h,1190000,2,1,2,650
h,1015000,3,1,1,643
h,875000,3,1,0,656
h,1020000,3,1,1,650
u,773000,3,1,1,275
u,522500,2,1,1,167
h,1100000,3,1,1,655
h,1007000,2,1,1,646
h,1245000,4,3,3,0
h,1155000,3,2,3,653
u,746000,3,1,1,256
h,1160000,4,3,2,424
h,1105000,3,1,1,643
u,591000,2,1,1,269
h,960000,3,1,1,645
u,815000,3,2,2,203
h,2920000,4,3,4,310
h,1635000,2,1,0,517
u,491000,1,1,1,0
u,540000,2,1,1,0
u,340000,1,1,1,0
u,726000,2,1,1,0
h,1340000,3,1,0,83
t,1105000,2,2,1,88
t,841000,2,1,1,215
u,528500,2,1,1,0
u,585000,2,1,1,0
u,645000,2,1,1,0
u,410000,1,1,1,1045
u,550000,2,1,2,0
u,470000,2,1,1,0
u,470000,2,1,1,0
u,475000,2,1,1,0
u,640000,2,2,1,0
h,1330000,3,2,1,246
u,720000,2,2,1,0
t,888000,2,1,1,0
h,1325000,3,2,1,97
u,368000,1,1,1,0
t,1300000,3,2,2,67
u,450000,2,1,1,1588
h,1385000,3,2,0,118
h,990000,2,2,1,584
u,440000,2,1,1,0
u,606000,2,1,2,0
u,450000,1,1,1,0
h,1470000,2,1,0,232
u,591500,2,1,1,0
t,1300000,2,2,1,0
h,1010000,2,2,0,109
h,1266000,2,1,0,161
u,620000,2,1,2,0
u,540000,2,1,1,0
h,1200000,2,2,1,146
u,630000,2,1,1,0
u,560000,2,1,1,2300
h,800000,2,2,1,55
u,665500,2,2,1,0
u,550055,2,1,2,1004
u,358000,1,1,1,649
u,320000,1,1,1,0
t,1000000,3,2,1,61
u,598000,2,1,1,0
u,950000,2,2,1,0
t,1065000,3,2,1,64
h,885000,2,1,1,111
u,587134,2,1,1,0
h,1286000,2,1,1,245
h,1200000,3,1,1,215
h,1382500,3,2,2,286
u,630000,2,2,1,0
h,1600000,4,2,1,464
h,1310000,3,2,1,267
h,1035000,2,1,0,140
h,1980000,3,2,4,613
u,592000,2,1,2,0
h,1335000,3,1,3,520
h,1710000,3,1,1,247
h,1590000,4,1,1,484
h,2000000,6,2,2,772
u,583000,2,2,1,0
u,418000,2,1,1,1882
h,860000,3,1,1,213
t,650000,2,2,2,55
h,1700000,4,2,1,415
h,1575000,2,1,3,607
h,950000,2,1,1,191
h,1655000,3,1,3,472
h,1950000,4,1,2,608
h,905000,2,1,1,314
h,1255000,3,2,1,259
u,601000,2,1,1,0
h,1020000,2,1,2,347
u,435000,1,1,2,0
h,790000,2,1,1,136
h,990000,2,1,2,497
u,605000,2,1,2,0
h,2270000,4,2,2,440
u,385000,1,1,0,0
h,900000,2,1,0,367
h,1340000,4,1,2,0
h,1300000,3,2,1,379
h,1310000,4,2,2,282
h,1112000,4,1,2,238
h,910000,2,1,2,229
t,830000,3,3,1,55
h,2100000,4,1,2,0
h,1190000,3,1,1,445
t,865000,3,1,2,184
h,2175000,5,2,1,573
h,1085000,3,1,2,610
u,312000,1,1,1,0
u,320000,1,1,0,0
h,890000,2,1,1,225
h,2700000,4,3,3,490
h,1101000,2,1,0,229
h,926000,3,1,2,380
h,1050000,3,1,0,158
h,1010000,3,1,1,178
h,2155000,5,2,2,692
u,430000,2,1,1,0
h,1900000,3,1,1,522
h,888000,2,1,1,190
h,1020000,2,1,1,354
h,1160000,2,3,2,425
h,844000,2,1,1,174
h,1860000,2,3,1,448
h,1676000,3,1,2,401
t,900000,3,2,2,608
h,1300000,3,1,1,328
u,810000,3,1,2,150
t,701000,2,1,1,0
u,410000,1,1,0,0
h,1255000,2,1,2,314
u,665000,2,1,1,120
h,1085000,2,2,1,152
h,2315000,3,1,2,899
h,1170000,2,1,3,453
h,875000,2,1,1,0
h,1715000,3,1,1,407
h,1396500,3,1,1,302
u,422000,1,1,1,0
h,1474000,3,1,0,304
h,1340000,3,2,1,165
h,980000,3,1,0,279
h,1035000,2,1,2,243
u,460000,2,1,1,0
h,1760000,2,2,2,403
h,975000,3,1,2,274
h,1095000,2,1,2,306
h,1121000,3,1,0,0
u,370000,2,1,1,0
h,1225000,3,1,2,307
h,2004000,3,2,1,569
h,1211000,2,1,1,178
h,4300000,4,4,3,569
h,1400000,3,1,1,335
u,770000,2,1,1,129
h,1090000,3,1,2,318
h,1830000,3,1,1,654
h,1000000,3,1,1,440
u,600000,2,1,1,671
u,692000,2,1,1,0
t,980000,3,2,2,195
h,1310000,4,2,1,355
h,1050000,2,1,2,301
h,1700000,5,3,1,450
h,2160000,3,2,1,338
h,1610000,3,1,2,501
u,400000,1,1,1,0
h,1420000,3,1,1,465
h,1950000,4,2,1,489
h,1820000,5,3,2,344
h,1900000,3,2,1,537
h,1080000,2,1,1,348
u,570000,2,1,1,0
h,1450000,3,1,1,489
h,1400000,3,1,2,582
h,1340000,2,1,1,297
u,340000,1,1,1,0
h,1300000,4,3,2,187
h,2340000,4,2,3,824
h,1634000,2,1,2,376
h,910000,2,1,1,150
h,1650000,4,1,1,382
t,1130000,3,2,1,229
h,3850000,4,4,8,1390
h,1510000,3,1,3,327
h,1500000,4,1,8,727
h,2315000,3,2,4,750
h,892000,3,1,3,757
h,592000,2,1,2,577
u,647000,3,1,2,250
h,865000,4,1,2,696
h,1350000,4,2,2,590
u,476000,2,1,1,189
h,830000,4,2,2,616
h,706000,3,1,0,715
h,920000,4,2,2,780
u,522000,2,1,1,161
u,358500,3,1,1,0
h,690000,3,1,1,553
h,800000,4,2,1,589
t,770000,3,2,2,272
h,1100000,5,2,4,783
h,727500,3,1,2,719
h,925000,3,1,4,815
t,475000,2,1,1,118
u,651000,3,2,2,198
t,770000,3,2,2,264
h,900000,3,1,1,705
h,815500,3,2,2,790
h,770000,3,2,2,382
t,585500,2,1,1,161
h,840000,4,1,2,704
h,1005000,4,1,1,780
u,470000,2,1,1,138
h,810000,3,1,3,763
u,550000,3,1,1,196
h,855333,4,1,2,694
h,900000,5,2,2,568
h,480000,2,1,2,0
t,680000,3,2,1,189
h,981000,3,1,2,646
h,876000,4,2,1,535
h,875000,3,2,1,258
h,651000,4,2,2,214
h,802000,1,1,2,533
h,995000,3,1,1,530
h,881500,4,2,2,581
h,900000,5,2,2,558
h,782000,3,2,2,0
h,580000,2,1,2,428
h,937500,3,1,2,530
h,1080000,3,2,2,716
h,1000000,3,2,2,575
h,1235000,3,1,4,743
h,801347,4,2,1,567
h,921000,3,1,2,535
h,1900000,6,2,6,1200
h,752500,2,1,1,308
h,800000,4,2,2,558
t,800000,3,1,2,252
h,1067000,3,1,2,648
h,1310000,4,2,4,993
h,800000,3,2,2,0
h,1260500,3,1,1,774
h,850500,3,1,2,531
u,625000,2,1,1,204
h,980500,3,2,2,727
h,1068000,3,2,2,609
h,937500,4,2,2,539
h,1126000,4,2,2,530
h,778000,2,1,1,806
h,1230000,4,2,2,357
u,1360000,3,2,1,0
h,1805000,2,1,1,187
u,352500,1,1,1,0
u,395000,1,1,1,2469
h,307000,1,1,1,0
h,2200000,2,2,1,190
u,485000,1,1,1,0
h,1717500,4,2,1,165
h,1265000,2,1,0,70
u,401000,1,1,1,0
h,2375000,4,2,2,182
h,1851000,2,1,1,172
u,734600,2,2,1,2427
h,1928000,4,1,0,194
u,526000,1,1,1,2488
h,2236000,4,2,1,154
u,500000,1,1,1,2431
u,1403000,3,2,2,2401
h,965000,3,2,2,173
u,1040000,3,2,1,0
u,526000,1,1,1,0
u,750000,2,1,1,2193
h,1120000,2,1,2,50
h,770000,3,1,4,560
h,915000,2,1,3,629
h,975000,4,1,1,733
h,770000,3,1,0,464
h,780000,3,1,1,446
u,600000,3,1,1,204
h,1465000,3,1,2,956
h,955000,4,2,2,686
h,767000,3,1,1,505
h,1196000,4,2,2,559
h,731000,3,1,2,568
h,555000,2,1,2,336
u,585000,3,1,1,180
t,480000,2,1,1,113
t,605000,4,2,1,215
u,495000,3,1,2,205
h,738000,3,1,1,821
h,386000,2,1,1,111
u,452000,2,1,1,159
h,522500,3,1,1,192
h,601500,2,1,1,253
h,1305000,3,1,1,735
h,741000,2,1,2,520
u,495000,2,1,1,207
h,1345000,5,2,5,759
t,530000,2,1,1,156
h,815000,2,1,1,438
h,930000,4,1,3,746
u,521500,2,1,1,0
h,730000,4,1,3,683
h,775000,3,1,1,406
h,990000,4,2,2,770
h,950000,5,2,2,705
h,915000,2,1,3,629
h,900000,3,1,1,570
h,810000,3,1,1,470
h,920000,2,1,2,650
h,835000,3,1,2,422
t,790000,3,3,1,291
h,810000,4,2,1,455
t,667500,3,2,2,167
t,500000,2,1,1,147
u,485000,2,1,1,139
u,488000,3,1,2,219
h,900000,3,2,2,608
h,680000,2,1,2,590
h,683500,3,1,2,590
t,590000,3,2,2,191
h,770000,3,1,3,464
h,815000,3,1,2,628
h,975000,3,1,3,686
h,970000,3,2,1,535
u,515000,3,1,2,0
h,940000,3,1,1,589
t,600000,3,3,1,205
t,510000,2,1,1,110
h,750000,3,2,2,540
h,822000,4,2,2,250
h,983000,3,1,2,650
h,600000,3,1,3,490
t,640000,3,2,2,353
t,430000,3,2,1,146
h,1350000,4,2,2,646
h,780000,4,1,1,556
h,474000,2,1,1,558
h,810000,2,1,1,783
h,723000,4,1,2,485
t,550500,2,1,2,135
t,610000,2,1,1,169
h,1000000,3,1,2,858
u,533000,3,2,2,197
h,630000,2,1,1,602
t,410000,2,1,1,105
h,600000,3,1,4,557
h,616000,3,1,1,190
h,792000,3,1,2,582
h,960000,3,1,2,641
h,985000,4,2,2,511
h,820000,4,1,1,420
h,670000,3,1,1,596
h,855000,2,1,2,659
t,665000,4,2,2,148
h,690000,3,1,1,507
h,880000,3,2,2,588
h,700000,3,1,2,449
t,600000,3,2,1,122
h,721000,3,1,2,542
h,720000,2,1,1,428
h,910000,4,2,0,934
h,1570000,2,1,1,746
h,525500,2,1,1,111
h,612500,3,1,1,522
u,248500,1,1,1,49
h,960000,3,2,2,501
h,1085000,3,1,2,847
h,650000,3,2,1,266
h,650000,4,1,2,410
h,937000,4,2,2,708
u,360000,2,1,1,119
h,500000,3,1,2,191
h,775000,2,1,2,527
h,599000,3,1,1,534
u,1100000,2,2,1,0
h,1240000,2,1,0,0
h,1800000,6,4,2,353
h,1150000,3,2,1,0
h,985000,3,1,0,171
u,1200000,3,2,2,0
u,1340000,2,2,2,21700
h,2200000,3,2,0,250
h,2105000,4,2,3,611
u,550000,2,1,1,0
u,1250000,2,2,2,0
u,575000,2,2,1,0
h,1915000,4,3,1,323
h,1630000,3,2,2,135
h,1000000,2,2,0,96
h,1470000,3,1,0,153
u,725000,2,2,2,0
h,1234500,3,1,0,183
u,600000,2,1,1,0
h,1342000,3,2,2,173
u,500000,1,1,1,0
u,795000,2,2,1,579
u,590000,2,2,1,0
h,1502000,4,1,2,146
u,1100000,2,2,1,0
h,1421000,3,2,1,215
u,845000,2,2,2,2166
u,720000,2,1,1,0
h,1275000,2,2,1,115
h,1000000,2,1,1,90
h,1820000,4,2,1,212
u,420000,1,1,1,0
u,600000,2,2,1,995
h,1916000,2,2,1,190
u,577000,1,1,1,0
u,655000,2,2,1,0
h,1016500,2,1,1,131
h,1350000,2,1,1,195
h,1560000,3,2,2,241
u,1035000,2,2,1,0
u,1070000,2,2,1,0
h,1060000,2,1,0,106
u,1610000,2,2,2,0
h,1101000,2,1,0,152
h,880000,2,1,2,163
u,730000,2,1,1,0
h,1080000,2,1,0,105
h,1115000,2,1,0,120
u,516000,2,1,1,0
h,1753000,3,2,1,225
h,825000,2,1,0,111
u,820000,2,2,2,2166
h,900000,2,1,0,124
h,2350000,5,1,2,350
t,1565000,3,1,2,188
h,1670000,3,2,1,140
h,1402000,3,1,0,108
h,1570000,3,2,1,210
h,1515000,3,2,0,211
h,1155000,2,1,0,112
h,1150000,2,1,0,82
h,875000,2,1,1,95
u,625000,2,2,1,2166
h,1384000,3,1,0,184
u,1405000,2,2,1,0
u,655000,2,1,1,0
u,456000,1,1,1,0
u,2260000,3,2,2,0
h,1130000,1,1,0,112
h,1305000,2,2,2,303
u,720000,2,2,1,0
h,1130000,2,1,1,159
u,520000,1,1,1,0
u,1250000,2,2,2,0
u,470000,1,1,1,0
u,600000,2,1,1,0
u,670000,2,1,1,0
h,1100000,3,1,0,103
u,1252000,2,1,2,0
h,1010000,2,1,1,139
t,779000,2,1,1,0
h,790000,2,1,1,108
u,455500,1,1,1,0
h,1400000,2,1,1,168
h,1520000,3,2,1,0
h,1655000,3,1,1,220
u,600000,1,1,1,6866
h,1014000,3,1,0,151
h,1351000,3,1,0,197
u,2460000,3,2,2,5042
u,540000,1,1,1,0
h,3705000,3,2,2,214
h,1180000,2,1,1,347
t,950000,3,2,2,0
h,1350000,3,1,1,114
h,2100000,3,2,1,170
u,735000,2,1,1,0
u,400000,1,1,1,0
u,900000,2,1,2,0
u,470000,1,1,1,0
h,2160000,3,3,2,232
h,1380000,3,1,0,0
h,1080000,3,1,2,116
h,1405000,3,2,1,158
u,650000,2,1,1,0
u,342000,1,1,1,0
h,950000,2,1,1,88
u,781000,2,1,1,0
u,549800,1,1,1,0
u,492000,1,1,1,1768
u,500500,1,1,1,0
h,1240000,3,1,0,223
u,1400000,3,2,2,0
u,685000,2,2,1,0
u,710000,2,1,1,0
u,330000,1,1,1,0
h,1430000,3,1,0,135
u,325000,1,1,1,0
t,1245000,2,2,1,128
u,830000,2,1,1,727
h,1182500,2,1,0,141
h,1303000,2,1,0,288
h,1210000,2,1,0,218
u,482500,2,1,1,443
h,1730000,2,2,1,210
h,1090000,2,1,1,158
h,1358000,2,1,1,189
u,585000,2,1,1,0
h,1106000,2,1,1,0
h,1650000,3,3,1,209
h,1590000,2,1,2,308
u,590000,2,1,1,356
h,1055000,2,1,0,203
u,1350000,3,2,2,0
u,700000,2,1,1,0
u,473000,2,1,1,0
h,1100000,2,1,1,111
h,1200000,2,3,1,91
u,530000,2,1,1,0
h,1651000,3,1,2,294
u,615000,2,1,1,0
h,1500000,2,1,2,222
h,1460000,2,1,2,227
u,841000,2,2,1,0
u,570000,2,1,1,0
u,480000,2,1,2,0
h,1310000,2,1,1,162
h,1530000,3,1,0,231
u,560000,2,1,1,0
h,1300000,3,1,1,126
h,815000,2,1,0,96
h,765000,2,1,0,98
h,910000,2,1,1,183
t,1450000,3,2,3,1958
t,1540000,2,2,1,113
h,1811000,3,2,1,273
h,1180000,2,1,0,214
u,510000,2,1,1,0
t,1015000,3,3,1,0
h,1720000,3,2,2,183
h,1050000,3,2,1,8216
h,1582000,2,1,0,214
h,2385000,3,2,2,217
u,681000,2,2,1,0
h,1820000,4,1,1,305
h,1305000,2,1,1,131
h,1255000,3,1,1,231
h,2180000,2,2,2,238
u,712500,2,2,1,0
h,1720000,3,2,1,272
h,1021000,2,1,1,175
h,1220000,3,2,1,112
u,240000,1,1,1,0
h,1500000,2,1,2,236
h,1612000,3,2,0,146
h,1442000,3,1,2,199
h,1250000,3,1,2,644
h,855000,3,1,2,584
h,930000,4,2,2,604
h,900000,4,2,1,530
h,1004000,3,0,0,650
h,930000,3,1,2,518
h,1200000,3,2,1,465
h,721000,3,1,1,581
h,751000,3,1,0,148
h,835000,2,1,1,490
h,637000,3,1,2,327
h,1265000,3,2,1,465
h,1100000,3,2,3,490
h,1082000,4,2,3,534
t,715000,2,1,1,132
h,630000,5,5,3,199
h,837000,2,1,3,581
h,950000,3,1,2,563
h,840000,3,1,2,647
u,496000,3,1,1,266
h,931000,2,1,1,499
h,942000,2,2,0,3037
h,650000,2,1,1,360
h,850000,2,1,1,356
h,560000,4,1,2,591
h,540000,2,1,2,250
h,1150000,3,1,2,566
h,965000,3,1,2,581
h,700000,3,1,2,562
h,615000,3,1,2,493
h,775000,2,1,1,521
h,735000,3,1,2,369
h,550000,3,2,1,164
h,1000000,3,1,2,463
h,780000,2,1,3,475
h,810000,4,2,2,1034
h,843000,3,1,1,537
h,600000,2,1,2,220
h,925000,3,1,2,693
u,305000,1,1,1,41
h,1080000,3,2,1,369
u,656000,2,1,1,205
h,799900,2,1,2,460
h,916000,3,1,3,523
h,1000000,3,2,2,143
h,914000,4,1,1,339
h,1650000,3,1,2,452
h,990000,3,2,2,475
u,512000,2,1,1,145
h,600000,3,1,3,503
h,910000,4,1,1,582
h,485000,3,1,1,244
h,900000,3,1,1,527
h,1000000,4,1,2,568
h,722000,2,1,1,400
h,910000,3,1,1,486
h,1260000,4,3,2,654
t,635000,2,1,1,79
h,550000,3,1,1,405
u,485000,2,1,1,117
h,690000,3,1,1,594
h,1065000,2,1,3,507
h,1200000,3,1,1,847
u,798000,3,2,2,212
h,850000,2,1,1,669
h,1355000,3,1,2,916
h,815000,3,1,1,0
h,971000,3,1,2,610
u,530000,2,1,1,106
h,900000,3,1,1,472
h,700000,2,1,1,214
h,930000,3,1,0,453
h,920000,2,2,2,516
h,842000,3,1,1,398
h,830000,1,1,0,397
h,980000,3,2,1,479
h,800000,3,3,2,421
h,930000,4,2,2,544
h,930000,3,1,2,468
h,886000,2,1,2,467
h,1080000,3,1,1,487
h,1040000,2,1,2,555
h,1400000,4,2,2,559
t,660000,2,1,1,113
u,436000,2,1,1,0
h,876000,2,1,2,479
h,910000,2,2,1,352
h,1000000,3,2,2,227
h,800000,3,1,2,516
h,928000,3,2,1,0
h,1070000,3,1,2,585
h,565000,2,1,2,349
t,714000,3,2,2,185
h,770000,2,2,1,76
h,1226000,3,1,4,707
h,810000,2,1,1,421
h,1127000,3,2,2,590
h,750000,3,1,2,409
h,980000,3,1,1,485
h,670000,3,1,2,271
h,1315000,4,3,2,836
h,780000,2,1,1,310
h,986000,2,1,1,472
h,771000,2,1,1,484
h,760000,9,8,7,1254
h,850000,3,2,1,0
h,890000,3,1,2,454
h,1088000,2,1,2,712
h,1123000,3,1,2,504
h,600000,4,1,2,236
u,300000,1,1,1,0
h,890000,2,1,3,493
h,1040000,3,2,1,313
h,1050000,3,2,1,453
h,900000,2,1,1,529
u,425000,2,2,1,1485
